file,emotion
038-060,surprise
038-062,surprise
038-071,surprise
038-072,surprise
038-073,surprise
038-074,surprise
038-075,surprise
038-076,surprise
038-077,surprise
038-078,surprise
038-079,surprise
038-080,surprise
038-101,neutral
038-110,neutral
038-112,neutral
038-121,neutral
038-122,neutral
038-123,neutral
038-124,neutral
038-125,neutral
038-126,neutral
038-127,neutral
038-128,neutral
038-129,neutral
038-130,neutral
038-162,fear
038-166,fear
038-169,fear
038-171,fear
038-172,fear
038-173,fear
038-174,fear
038-175,fear
038-176,fear
038-177,fear
038-178,fear
038-179,fear
038-181,fear
038-208,disgust
038-216,disgust
038-221,disgust
038-222,disgust
038-223,disgust
038-224,disgust
038-225,disgust
038-226,disgust
038-227,disgust
038-228,disgust
038-229,disgust
038-230,disgust
038-231,disgust
038-259,anger
038-271,anger
038-272,anger
038-273,anger
038-274,anger
038-275,anger
038-276,anger
038-277,anger
038-278,anger
038-279,anger
038-281,anger
038-300,anger
038-307,sadness
038-318,sadness
038-321,sadness
038-322,sadness
038-323,sadness
038-324,sadness
038-325,sadness
038-326,sadness
038-327,sadness
038-328,sadness
038-329,sadness
038-330,sadness
038-336,sadness
038-339,sadness
039-005,happiness
039-011,happiness
039-023,happiness
039-031,happiness
039-032,happiness
039-033,happiness
039-034,happiness
039-035,happiness
039-036,happiness
039-037,happiness
039-038,happiness
039-039,happiness
039-040,happiness
039-061,surprise
039-070,surprise
039-075,surprise
039-081,surprise
039-082,surprise
039-083,surprise
039-084,surprise
039-085,surprise
039-086,surprise
039-087,surprise
039-088,surprise
039-089,surprise
039-090,surprise
039-110,neutral
039-122,neutral
039-131,neutral
039-132,neutral
039-133,neutral
039-134,neutral
039-135,neutral
039-136,neutral
039-137,neutral
039-138,neutral
039-139,neutral
039-140,neutral
039-149,neutral
039-152,fear
039-169,fear
039-181,fear
039-182,fear
039-183,fear
039-184,fear
039-185,fear
039-186,fear
039-187,fear
039-188,fear
039-189,fear
039-190,fear
039-200,fear
039-201,disgust
039-209,disgust
039-220,disgust
039-231,disgust
039-232,disgust
039-233,disgust
039-234,disgust
039-235,disgust
039-236,disgust
039-237,disgust
039-238,disgust
039-239,disgust
039-240,disgust
039-255,anger
039-259,anger
039-275,anger
039-281,anger
039-282,anger
039-283,anger
039-284,anger
039-285,anger
039-286,anger
039-287,anger
039-288,anger
039-289,anger
039-290,anger
039-301,sadness
039-302,sadness
039-310,sadness
039-311,sadness
039-321,sadness
039-331,sadness
039-332,sadness
039-333,sadness
039-334,sadness
039-335,sadness
039-336,sadness
039-337,sadness
039-338,sadness
039-339,sadness
039-340,sadness
040-002,happiness
040-006,happiness
040-014,happiness
040-041,happiness
040-042,happiness
040-043,happiness
040-044,happiness
040-045,happiness
040-046,happiness
040-047,happiness
040-048,happiness
040-049,happiness
040-050,happiness
040-053,surprise
040-055,surprise
040-071,surprise
040-076,surprise
040-091,surprise
040-092,surprise
040-093,surprise
040-094,surprise
040-095,surprise
040-096,surprise
040-097,surprise
040-098,surprise
040-099,surprise
040-141,neutral
040-142,neutral
040-143,neutral
040-144,neutral
040-145,neutral
040-146,neutral
040-147,neutral
040-148,neutral
040-149,neutral
040-150,neutral
040-162,fear
040-166,fear
040-182,fear
040-191,fear
040-192,fear
040-193,fear
040-194,fear
040-195,fear
040-196,fear
040-197,fear
040-198,fear
040-199,fear
040-200,fear
040-208,disgust
040-209,disgust
040-210,disgust
040-241,disgust
040-242,disgust
040-243,disgust
040-244,disgust
040-245,disgust
040-246,disgust
040-247,disgust
040-248,disgust
040-249,disgust
040-250,disgust
040-252,anger
040-259,anger
040-268,anger
040-291,anger
040-292,anger
040-293,anger
040-294,anger
040-295,anger
040-296,anger
040-297,anger
040-298,anger
040-299,anger
040-300,anger
040-302,sadness
040-314,sadness
040-321,sadness
040-328,sadness
040-341,sadness
040-342,sadness
040-343,sadness
040-344,sadness
040-345,sadness
040-346,sadness
040-347,sadness
040-348,sadness
040-350,sadness
041-001,happiness
041-002,happiness
041-003,happiness
041-004,happiness
041-005,happiness
041-006,happiness
041-007,happiness
041-008,happiness
041-009,happiness
041-010,happiness
041-011,happiness
041-012,happiness
041-013,happiness
041-014,happiness
041-015,happiness
041-016,happiness
041-017,happiness
041-018,happiness
041-019,happiness
041-020,happiness
041-051,surprise
041-052,surprise
041-053,surprise
041-054,surprise
041-055,surprise
041-056,surprise
041-057,surprise
041-058,surprise
041-059,surprise
041-060,surprise
041-061,surprise
041-062,surprise
041-063,surprise
041-064,surprise
041-065,surprise
041-066,surprise
041-067,surprise
041-068,surprise
041-069,surprise
041-070,surprise
041-101,neutral
041-102,neutral
041-103,neutral
041-104,neutral
041-105,neutral
041-106,neutral
041-107,neutral
041-108,neutral
041-109,neutral
041-110,neutral
041-111,neutral
041-112,neutral
041-113,neutral
041-114,neutral
041-115,neutral
041-116,neutral
041-117,neutral
041-118,neutral
041-119,neutral
041-120,neutral
041-151,fear
041-152,fear
041-153,fear
041-154,fear
041-155,fear
041-156,fear
041-157,fear
041-158,fear
041-159,fear
041-160,fear
041-161,fear
041-162,fear
041-163,fear
041-164,fear
041-165,fear
041-166,fear
041-167,fear
041-168,fear
041-169,fear
041-170,fear
041-201,disgust
041-202,disgust
041-203,disgust
041-204,disgust
041-205,disgust
041-206,disgust
041-207,disgust
041-208,disgust
041-209,disgust
041-210,disgust
041-211,disgust
041-212,disgust
041-213,disgust
041-214,disgust
041-215,disgust
041-216,disgust
041-217,disgust
041-218,disgust
041-219,disgust
041-220,disgust
041-251,anger
041-252,anger
041-253,anger
041-254,anger
041-255,anger
041-256,anger
041-257,anger
041-258,anger
041-259,anger
041-260,anger
041-261,anger
041-262,anger
041-263,anger
041-264,anger
041-265,anger
041-266,anger
041-267,anger
041-268,anger
041-269,anger
041-270,anger
041-301,sadness
041-302,sadness
041-303,sadness
041-304,sadness
041-305,sadness
041-306,sadness
041-307,sadness
041-308,sadness
041-309,sadness
041-310,sadness
041-311,sadness
041-312,sadness
041-313,sadness
041-314,sadness
041-315,sadness
041-316,sadness
041-317,sadness
041-318,sadness
041-319,sadness
041-320,sadness
042-021,happiness
042-022,happiness
042-023,happiness
042-024,happiness
042-025,happiness
042-026,happiness
042-027,happiness
042-028,happiness
042-029,happiness
042-030,happiness
042-031,happiness
042-032,happiness
042-033,happiness
042-034,happiness
042-035,happiness
042-071,surprise
042-072,surprise
042-073,surprise
042-074,surprise
042-075,surprise
042-076,surprise
042-077,surprise
042-079,surprise
042-080,surprise
042-081,surprise
042-082,surprise
042-083,surprise
042-084,surprise
042-085,surprise
042-121,neutral
042-122,neutral
042-123,neutral
042-124,neutral
042-125,neutral
042-126,neutral
042-127,neutral
042-128,neutral
042-129,neutral
042-130,neutral
042-131,neutral
042-132,neutral
042-133,neutral
042-134,neutral
042-135,neutral
042-171,fear
042-172,fear
042-173,fear
042-174,fear
042-175,fear
042-176,fear
042-177,fear
042-178,fear
042-179,fear
042-181,fear
042-182,fear
042-184,fear
042-185,fear
042-186,fear
042-187,fear
042-221,disgust
042-222,disgust
042-223,disgust
042-224,disgust
042-225,disgust
042-226,disgust
042-227,disgust
042-228,disgust
042-229,disgust
042-230,disgust
042-231,disgust
042-232,disgust
042-233,disgust
042-234,disgust
042-235,disgust
042-271,anger
042-272,anger
042-273,anger
042-274,anger
042-275,anger
042-276,anger
042-277,anger
042-278,anger
042-279,anger
042-280,anger
042-281,anger
042-282,anger
042-283,anger
042-284,anger
042-285,anger
042-321,sadness
042-322,sadness
042-323,sadness
042-324,sadness
042-325,sadness
042-326,sadness
042-327,sadness
042-328,sadness
042-329,sadness
042-330,sadness
042-331,sadness
042-332,sadness
042-333,sadness
042-334,sadness
042-335,sadness
043-036,happiness
043-037,happiness
043-038,happiness
043-039,happiness
043-040,happiness
043-041,happiness
043-042,happiness
043-043,happiness
043-044,happiness
043-045,happiness
043-046,happiness
043-047,happiness
043-048,happiness
043-049,happiness
043-050,happiness
043-085,surprise
043-086,surprise
043-087,surprise
043-088,surprise
043-089,surprise
043-090,surprise
043-091,surprise
043-092,surprise
043-093,surprise
043-094,surprise
043-095,surprise
043-096,surprise
043-097,surprise
043-098,surprise
043-099,surprise
043-136,neutral
043-137,neutral
043-138,neutral
043-139,neutral
043-140,neutral
043-141,neutral
043-142,neutral
043-143,neutral
043-144,neutral
043-145,neutral
043-146,neutral
043-147,neutral
043-148,neutral
043-149,neutral
043-150,neutral
043-186,fear
043-187,fear
043-188,fear
043-189,fear
043-190,fear
043-191,fear
043-192,fear
043-193,fear
043-194,fear
043-195,fear
043-196,fear
043-197,fear
043-198,fear
043-199,fear
043-200,fear
043-236,disgust
043-237,disgust
043-238,disgust
043-239,disgust
043-240,disgust
043-241,disgust
043-242,disgust
043-243,disgust
043-244,disgust
043-245,disgust
043-246,disgust
043-247,disgust
043-248,disgust
043-249,disgust
043-250,disgust
043-286,anger
043-287,anger
043-288,anger
043-289,anger
043-290,anger
043-291,anger
043-292,anger
043-293,anger
043-294,anger
043-295,anger
043-296,anger
043-297,anger
043-298,anger
043-299,anger
043-300,anger
043-302,sadness
043-310,sadness
043-336,sadness
043-337,sadness
043-338,sadness
043-339,sadness
043-340,sadness
043-341,sadness
043-342,sadness
043-343,sadness
043-344,sadness
043-345,sadness
043-346,sadness
043-347,sadness
043-348,sadness
044-001,happiness
044-002,happiness
044-003,happiness
044-004,happiness
044-005,happiness
044-006,happiness
044-007,happiness
044-008,happiness
044-009,happiness
044-010,happiness
044-011,happiness
044-012,happiness
044-013,happiness
044-014,happiness
044-015,happiness
044-051,surprise
044-052,surprise
044-053,surprise
044-054,surprise
044-055,surprise
044-056,surprise
044-057,surprise
044-058,surprise
044-059,surprise
044-060,surprise
044-061,surprise
044-062,surprise
044-063,surprise
044-064,surprise
044-065,surprise
044-101,neutral
044-102,neutral
044-103,neutral
044-104,neutral
044-105,neutral
044-106,neutral
044-107,neutral
044-108,neutral
044-109,neutral
044-110,neutral
044-111,neutral
044-112,neutral
044-113,neutral
044-114,neutral
044-115,neutral
044-151,fear
044-152,fear
044-153,fear
044-154,fear
044-155,fear
044-156,fear
044-157,fear
044-158,fear
044-159,fear
044-160,fear
044-161,fear
044-162,fear
044-163,fear
044-164,fear
044-165,fear
044-201,disgust
044-202,disgust
044-203,disgust
044-204,disgust
044-205,disgust
044-206,disgust
044-207,disgust
044-208,disgust
044-209,disgust
044-210,disgust
044-211,disgust
044-212,disgust
044-213,disgust
044-214,disgust
044-215,disgust
044-251,anger
044-252,anger
044-253,anger
044-254,anger
044-255,anger
044-256,anger
044-257,anger
044-258,anger
044-259,anger
044-260,anger
044-261,anger
044-262,anger
044-263,anger
044-264,anger
044-266,anger
044-301,sadness
044-302,sadness
044-303,sadness
044-304,sadness
044-305,sadness
044-306,sadness
044-307,sadness
044-308,sadness
044-309,sadness
044-310,sadness
044-311,sadness
044-312,sadness
044-313,sadness
044-314,sadness
044-315,sadness
045-016,happiness
045-017,happiness
045-018,happiness
045-019,happiness
045-020,happiness
045-021,happiness
045-022,happiness
045-023,happiness
045-024,happiness
045-025,happiness
045-026,happiness
045-027,happiness
045-028,happiness
045-029,happiness
045-030,happiness
045-066,surprise
045-067,surprise
045-068,surprise
045-069,surprise
045-070,surprise
045-071,surprise
045-072,surprise
045-073,surprise
045-074,surprise
045-075,surprise
045-076,surprise
045-077,surprise
045-078,surprise
045-079,surprise
045-080,surprise
045-116,neutral
045-117,neutral
045-118,neutral
045-119,neutral
045-120,neutral
045-121,neutral
045-122,neutral
045-123,neutral
045-124,neutral
045-125,neutral
045-126,neutral
045-127,neutral
045-128,neutral
045-129,neutral
045-130,neutral
045-166,fear
045-167,fear
045-168,fear
045-169,fear
045-170,fear
045-171,fear
045-172,fear
045-173,fear
045-174,fear
045-175,fear
045-176,fear
045-177,fear
045-178,fear
045-179,fear
045-180,fear
045-216,disgust
045-217,disgust
045-218,disgust
045-219,disgust
045-220,disgust
045-221,disgust
045-222,disgust
045-223,disgust
045-224,disgust
045-225,disgust
045-226,disgust
045-227,disgust
045-228,disgust
045-229,disgust
045-230,disgust
045-266,anger
045-267,anger
045-268,anger
045-269,anger
045-270,anger
045-271,anger
045-272,anger
045-273,anger
045-274,anger
045-275,anger
045-276,anger
045-277,anger
045-278,anger
045-279,anger
045-280,anger
045-316,sadness
045-317,sadness
045-318,sadness
045-319,sadness
045-320,sadness
045-321,sadness
045-322,sadness
045-323,sadness
045-324,sadness
045-325,sadness
045-326,sadness
045-327,sadness
045-328,sadness
045-329,sadness
045-330,sadness
046-031,happiness
046-032,happiness
046-033,happiness
046-034,happiness
046-035,happiness
046-036,happiness
046-037,happiness
046-038,happiness
046-039,happiness
046-040,happiness
046-041,happiness
046-042,happiness
046-043,happiness
046-044,happiness
046-045,happiness
046-081,surprise
046-082,surprise
046-083,surprise
046-084,surprise
046-085,surprise
046-086,surprise
046-087,surprise
046-088,surprise
046-089,surprise
046-090,surprise
046-091,surprise
046-092,surprise
046-093,surprise
046-094,surprise
046-095,surprise
046-131,neutral
046-132,neutral
046-133,neutral
046-134,neutral
046-135,neutral
046-136,neutral
046-137,neutral
046-138,neutral
046-139,neutral
046-140,neutral
046-141,neutral
046-142,neutral
046-143,neutral
046-144,neutral
046-145,neutral
046-181,fear
046-182,fear
046-184,fear
046-185,fear
046-186,fear
046-187,fear
046-188,fear
046-189,fear
046-190,fear
046-195,fear
046-231,disgust
046-232,disgust
046-233,disgust
046-234,disgust
046-235,disgust
046-236,disgust
046-237,disgust
046-238,disgust
046-239,disgust
046-240,disgust
046-281,anger
046-282,anger
046-283,anger
046-284,anger
046-285,anger
046-286,anger
046-287,anger
046-288,anger
046-289,anger
046-290,anger
046-331,sadness
046-332,sadness
046-333,sadness
046-334,sadness
046-335,sadness
046-336,sadness
046-337,sadness
046-338,sadness
046-339,sadness
046-340,sadness
047-001,happiness
047-002,happiness
047-003,happiness
047-004,happiness
047-005,happiness
047-006,happiness
047-007,happiness
047-008,happiness
047-009,happiness
047-010,happiness
047-011,happiness
047-012,happiness
047-013,happiness
047-014,happiness
047-015,happiness
047-016,happiness
047-017,happiness
047-018,happiness
047-019,happiness
047-020,happiness
047-021,happiness
047-022,happiness
047-023,happiness
047-024,happiness
047-025,happiness
047-051,surprise
047-052,surprise
047-053,surprise
047-054,surprise
047-055,surprise
047-056,surprise
047-057,surprise
047-058,surprise
047-059,surprise
047-060,surprise
047-061,surprise
047-062,surprise
047-063,surprise
047-064,surprise
047-065,surprise
047-066,surprise
047-067,surprise
047-068,surprise
047-069,surprise
047-070,surprise
047-071,surprise
047-072,surprise
047-073,surprise
047-074,surprise
047-075,surprise
047-101,neutral
047-102,neutral
047-103,neutral
047-104,neutral
047-105,neutral
047-106,neutral
047-107,neutral
047-108,neutral
047-109,neutral
047-110,neutral
047-111,neutral
047-112,neutral
047-113,neutral
047-114,neutral
047-115,neutral
047-116,neutral
047-117,neutral
047-118,neutral
047-119,neutral
047-120,neutral
047-121,neutral
047-122,neutral
047-123,neutral
047-124,neutral
047-125,neutral
047-151,fear
047-152,fear
047-153,fear
047-154,fear
047-155,fear
047-156,fear
047-157,fear
047-158,fear
047-159,fear
047-160,fear
047-161,fear
047-162,fear
047-163,fear
047-164,fear
047-165,fear
047-166,fear
047-167,fear
047-168,fear
047-169,fear
047-170,fear
047-171,fear
047-172,fear
047-173,fear
047-174,fear
047-175,fear
047-201,disgust
047-202,disgust
047-203,disgust
047-204,disgust
047-205,disgust
047-206,disgust
047-207,disgust
047-208,disgust
047-209,disgust
047-210,disgust
047-211,disgust
047-212,disgust
047-213,disgust
047-214,disgust
047-215,disgust
047-216,disgust
047-217,disgust
047-218,disgust
047-219,disgust
047-220,disgust
047-221,disgust
047-222,disgust
047-223,disgust
047-224,disgust
047-225,disgust
047-251,anger
047-252,anger
047-253,anger
047-254,anger
047-255,anger
047-256,anger
047-257,anger
047-258,anger
047-259,anger
047-260,anger
047-261,anger
047-262,anger
047-263,anger
047-264,anger
047-265,anger
047-266,anger
047-267,anger
047-268,anger
047-269,anger
047-270,anger
047-271,anger
047-272,anger
047-273,anger
047-274,anger
047-275,anger
047-301,sadness
047-302,sadness
047-303,sadness
047-304,sadness
047-305,sadness
047-306,sadness
047-307,sadness
047-308,sadness
047-309,sadness
047-310,sadness
047-311,sadness
047-312,sadness
047-313,sadness
047-314,sadness
047-315,sadness
047-316,sadness
047-317,sadness
047-318,sadness
047-319,sadness
047-320,sadness
047-321,sadness
047-322,sadness
047-323,sadness
047-324,sadness
047-325,sadness
048-026,happiness
048-027,happiness
048-028,happiness
048-029,happiness
048-030,happiness
048-031,happiness
048-032,happiness
048-033,happiness
048-034,happiness
048-035,happiness
048-036,happiness
048-037,happiness
048-038,happiness
048-039,happiness
048-040,happiness
048-041,happiness
048-042,happiness
048-043,happiness
048-076,surprise
048-077,surprise
048-078,surprise
048-079,surprise
048-080,surprise
048-081,surprise
048-082,surprise
048-083,surprise
048-084,surprise
048-085,surprise
048-086,surprise
048-087,surprise
048-088,surprise
048-089,surprise
048-090,surprise
048-091,surprise
048-092,surprise
048-093,surprise
048-126,neutral
048-127,neutral
048-128,neutral
048-129,neutral
048-130,neutral
048-131,neutral
048-132,neutral
048-133,neutral
048-134,neutral
048-135,neutral
048-136,neutral
048-137,neutral
048-138,neutral
048-139,neutral
048-140,neutral
048-141,neutral
048-142,neutral
048-143,neutral
048-175,fear
048-176,fear
048-177,fear
048-178,fear
048-179,fear
048-181,fear
048-182,fear
048-183,fear
048-184,fear
048-185,fear
048-186,fear
048-187,fear
048-188,fear
048-189,fear
048-190,fear
048-191,fear
048-192,fear
048-193,fear
048-226,disgust
048-227,disgust
048-228,disgust
048-229,disgust
048-230,disgust
048-231,disgust
048-232,disgust
048-233,disgust
048-234,disgust
048-235,disgust
048-236,disgust
048-237,disgust
048-238,disgust
048-239,disgust
048-240,disgust
048-241,disgust
048-242,disgust
048-243,disgust
048-276,anger
048-277,anger
048-278,anger
048-279,anger
048-280,anger
048-281,anger
048-282,anger
048-283,anger
048-284,anger
048-285,anger
048-286,anger
048-287,anger
048-288,anger
048-289,anger
048-290,anger
048-291,anger
048-292,anger
048-293,anger
048-326,sadness
048-327,sadness
048-328,sadness
048-329,sadness
048-330,sadness
048-331,sadness
048-332,sadness
048-333,sadness
048-334,sadness
048-335,sadness
048-336,sadness
048-337,sadness
048-338,sadness
048-339,sadness
048-340,sadness
048-341,sadness
048-342,sadness
048-343,sadness
049-001,happiness
049-002,happiness
049-003,happiness
049-004,happiness
049-005,happiness
049-041,happiness
049-042,happiness
049-043,happiness
049-044,happiness
049-045,happiness
049-046,happiness
049-047,happiness
049-048,happiness
049-049,happiness
049-050,happiness
049-051,surprise
049-052,surprise
049-053,surprise
049-054,surprise
049-055,surprise
049-090,surprise
049-091,surprise
049-092,surprise
049-093,surprise
049-094,surprise
049-095,surprise
049-096,surprise
049-097,surprise
049-098,surprise
049-099,surprise
049-101,neutral
049-102,neutral
049-103,neutral
049-104,neutral
049-105,neutral
049-141,neutral
049-142,neutral
049-143,neutral
049-144,neutral
049-145,neutral
049-146,neutral
049-147,neutral
049-148,neutral
049-149,neutral
049-150,neutral
049-151,fear
049-152,fear
049-153,fear
049-154,fear
049-155,fear
049-191,fear
049-192,fear
049-193,fear
049-194,fear
049-195,fear
049-196,fear
049-197,fear
049-198,fear
049-199,fear
049-200,fear
049-201,disgust
049-202,disgust
049-203,disgust
049-204,disgust
049-205,disgust
049-241,disgust
049-242,disgust
049-243,disgust
049-244,disgust
049-245,disgust
049-246,disgust
049-247,disgust
049-248,disgust
049-249,disgust
049-250,disgust
049-251,anger
049-252,anger
049-253,anger
049-254,anger
049-255,anger
049-291,anger
049-292,anger
049-293,anger
049-294,anger
049-295,anger
049-296,anger
049-297,anger
049-298,anger
049-299,anger
049-300,anger
049-301,sadness
049-302,sadness
049-303,sadness
049-304,sadness
049-305,sadness
049-336,sadness
049-341,sadness
049-342,sadness
049-343,sadness
049-344,sadness
049-345,sadness
049-346,sadness
049-347,sadness
049-348,sadness
049-350,sadness
050-006,happiness
050-007,happiness
050-008,happiness
050-009,happiness
050-010,happiness
050-011,happiness
050-012,happiness
050-013,happiness
050-014,happiness
050-015,happiness
050-016,happiness
050-017,happiness
050-018,happiness
050-019,happiness
050-020,happiness
050-056,surprise
050-057,surprise
050-058,surprise
050-059,surprise
050-060,surprise
050-061,surprise
050-062,surprise
050-063,surprise
050-064,surprise
050-065,surprise
050-066,surprise
050-067,surprise
050-068,surprise
050-069,surprise
050-070,surprise
050-106,neutral
050-107,neutral
050-108,neutral
050-109,neutral
050-110,neutral
050-111,neutral
050-112,neutral
050-113,neutral
050-114,neutral
050-115,neutral
050-116,neutral
050-117,neutral
050-118,neutral
050-119,neutral
050-120,neutral
050-156,fear
050-157,fear
050-158,fear
050-159,fear
050-160,fear
050-161,fear
050-162,fear
050-163,fear
050-164,fear
050-165,fear
050-166,fear
050-167,fear
050-168,fear
050-206,disgust
050-207,disgust
050-208,disgust
050-209,disgust
050-210,disgust
050-211,disgust
050-212,disgust
050-213,disgust
050-214,disgust
050-215,disgust
050-216,disgust
050-217,disgust
050-218,disgust
050-256,anger
050-257,anger
050-258,anger
050-259,anger
050-260,anger
050-261,anger
050-262,anger
050-263,anger
050-264,anger
050-265,anger
050-266,anger
050-267,anger
050-268,anger
050-306,sadness
050-307,sadness
050-308,sadness
050-309,sadness
050-310,sadness
050-311,sadness
050-312,sadness
050-313,sadness
050-314,sadness
050-315,sadness
050-316,sadness
050-317,sadness
050-318,sadness
051-021,happiness
051-022,happiness
051-023,happiness
051-024,happiness
051-025,happiness
051-026,happiness
051-027,happiness
051-028,happiness
051-029,happiness
051-030,happiness
051-031,happiness
051-032,happiness
051-033,happiness
051-034,happiness
051-035,happiness
051-036,happiness
051-037,happiness
051-038,happiness
051-039,happiness
051-040,happiness
051-071,surprise
051-072,surprise
051-073,surprise
051-074,surprise
051-075,surprise
051-076,surprise
051-077,surprise
051-078,surprise
051-079,surprise
051-080,surprise
051-081,surprise
051-082,surprise
051-083,surprise
051-084,surprise
051-085,surprise
051-086,surprise
051-087,surprise
051-088,surprise
051-089,surprise
051-090,surprise
051-121,neutral
051-122,neutral
051-123,neutral
051-124,neutral
051-125,neutral
051-126,neutral
051-127,neutral
051-128,neutral
051-129,neutral
051-130,neutral
051-131,neutral
051-132,neutral
051-133,neutral
051-134,neutral
051-135,neutral
051-136,neutral
051-137,neutral
051-138,neutral
051-139,neutral
051-140,neutral
051-171,fear
051-172,fear
051-173,fear
051-174,fear
051-175,fear
051-176,fear
051-177,fear
051-178,fear
051-179,fear
051-181,fear
051-182,fear
051-183,fear
051-184,fear
051-185,fear
051-186,fear
051-187,fear
051-188,fear
051-189,fear
051-190,fear
051-221,disgust
051-222,disgust
051-223,disgust
051-224,disgust
051-225,disgust
051-226,disgust
051-227,disgust
051-228,disgust
051-229,disgust
051-230,disgust
051-231,disgust
051-232,disgust
051-233,disgust
051-234,disgust
051-235,disgust
051-236,disgust
051-237,disgust
051-238,disgust
051-239,disgust
051-240,disgust
051-271,anger
051-272,anger
051-273,anger
051-274,anger
051-275,anger
051-276,anger
051-277,anger
051-278,anger
051-279,anger
051-280,anger
051-281,anger
051-282,anger
051-283,anger
051-284,anger
051-285,anger
051-286,anger
051-287,anger
051-288,anger
051-289,anger
051-290,anger
051-321,sadness
051-322,sadness
051-323,sadness
051-324,sadness
051-325,sadness
051-326,sadness
051-327,sadness
051-328,sadness
051-329,sadness
051-330,sadness
051-331,sadness
051-332,sadness
051-333,sadness
051-334,sadness
051-335,sadness
051-336,sadness
051-337,sadness
051-338,sadness
051-339,sadness
051-340,sadness
052-001,happiness
052-002,happiness
052-003,happiness
052-004,happiness
052-005,happiness
052-041,happiness
052-042,happiness
052-043,happiness
052-044,happiness
052-045,happiness
052-046,happiness
052-047,happiness
052-048,happiness
052-049,happiness
052-050,happiness
052-051,surprise
052-052,surprise
052-053,surprise
052-054,surprise
052-055,surprise
052-090,surprise
052-091,surprise
052-092,surprise
052-093,surprise
052-094,surprise
052-095,surprise
052-096,surprise
052-097,surprise
052-098,surprise
052-099,surprise
052-101,neutral
052-102,neutral
052-103,neutral
052-104,neutral
052-105,neutral
052-141,neutral
052-142,neutral
052-143,neutral
052-144,neutral
052-145,neutral
052-146,neutral
052-147,neutral
052-148,neutral
052-149,neutral
052-150,neutral
052-151,fear
052-152,fear
052-153,fear
052-154,fear
052-155,fear
052-191,fear
052-192,fear
052-193,fear
052-194,fear
052-195,fear
052-196,fear
052-197,fear
052-198,fear
052-199,fear
052-200,fear
052-201,disgust
052-202,disgust
052-203,disgust
052-204,disgust
052-205,disgust
052-241,disgust
052-242,disgust
052-243,disgust
052-244,disgust
052-245,disgust
052-246,disgust
052-247,disgust
052-248,disgust
052-249,disgust
052-250,disgust
052-251,anger
052-252,anger
052-253,anger
052-254,anger
052-255,anger
052-291,anger
052-292,anger
052-293,anger
052-294,anger
052-295,anger
052-296,anger
052-297,anger
052-298,anger
052-299,anger
052-300,anger
052-301,sadness
052-302,sadness
052-303,sadness
052-304,sadness
052-305,sadness
052-341,sadness
052-342,sadness
052-343,sadness
052-344,sadness
052-345,sadness
052-346,sadness
052-347,sadness
052-348,sadness
052-349,sadness
052-350,sadness
053-006,happiness
053-007,happiness
053-008,happiness
053-009,happiness
053-010,happiness
053-011,happiness
053-012,happiness
053-013,happiness
053-014,happiness
053-015,happiness
053-016,happiness
053-017,happiness
053-018,happiness
053-019,happiness
053-020,happiness
053-056,surprise
053-057,surprise
053-058,surprise
053-059,surprise
053-060,surprise
053-061,surprise
053-062,surprise
053-063,surprise
053-064,surprise
053-065,surprise
053-066,surprise
053-067,surprise
053-068,surprise
053-069,surprise
053-070,surprise
053-106,neutral
053-107,neutral
053-108,neutral
053-109,neutral
053-110,neutral
053-111,neutral
053-112,neutral
053-113,neutral
053-114,neutral
053-115,neutral
053-116,neutral
053-117,neutral
053-118,neutral
053-119,neutral
053-120,neutral
053-156,fear
053-157,fear
053-158,fear
053-159,fear
053-160,fear
053-161,fear
053-162,fear
053-163,fear
053-164,fear
053-165,fear
053-166,fear
053-167,fear
053-168,fear
053-169,fear
053-170,fear
053-206,disgust
053-207,disgust
053-208,disgust
053-209,disgust
053-210,disgust
053-211,disgust
053-212,disgust
053-213,disgust
053-214,disgust
053-215,disgust
053-216,disgust
053-217,disgust
053-218,disgust
053-219,disgust
053-220,disgust
053-256,anger
053-257,anger
053-258,anger
053-259,anger
053-260,anger
053-261,anger
053-262,anger
053-263,anger
053-264,anger
053-265,anger
053-266,anger
053-267,anger
053-268,anger
053-269,anger
053-270,anger
053-306,sadness
053-307,sadness
053-308,sadness
053-309,sadness
053-310,sadness
053-311,sadness
053-312,sadness
053-313,sadness
053-314,sadness
053-315,sadness
053-316,sadness
053-317,sadness
053-318,sadness
053-319,sadness
053-320,sadness
054-021,happiness
054-022,happiness
054-023,happiness
054-024,happiness
054-025,happiness
054-026,happiness
054-027,happiness
054-028,happiness
054-029,happiness
054-030,happiness
054-031,happiness
054-032,happiness
054-033,happiness
054-034,happiness
054-035,happiness
054-036,happiness
054-037,happiness
054-038,happiness
054-039,happiness
054-040,happiness
054-071,surprise
054-072,surprise
054-073,surprise
054-074,surprise
054-075,surprise
054-076,surprise
054-077,surprise
054-078,surprise
054-079,surprise
054-080,surprise
054-081,surprise
054-082,surprise
054-083,surprise
054-084,surprise
054-085,surprise
054-086,surprise
054-087,surprise
054-088,surprise
054-089,surprise
054-090,surprise
054-121,neutral
054-122,neutral
054-123,neutral
054-124,neutral
054-125,neutral
054-126,neutral
054-127,neutral
054-128,neutral
054-129,neutral
054-130,neutral
054-131,neutral
054-132,neutral
054-133,neutral
054-134,neutral
054-135,neutral
054-136,neutral
054-137,neutral
